C:\strawberry\perl\site\bin/pp: Packing simple.pl
C:\strawberry\perl\site\bin/pp: Writing PAR on C:\Users\THEQUI~1\AppData\Local\Temp\ppbfdLt.par
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Plugin/PoweredBy.pm as lib/Mojolicious/Plugin/PoweredBy.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Plugin/RequestTimer.pm as lib/Mojolicious/Plugin/RequestTimer.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Plugin/TagHelpers.pm as lib/Mojolicious/Plugin/TagHelpers.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Plugins.pm as lib/Mojolicious/Plugins.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Renderer.pm as lib/Mojolicious/Renderer.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Routes.pm as lib/Mojolicious/Routes.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Routes/Match.pm as lib/Mojolicious/Routes/Match.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Routes/Pattern.pm as lib/Mojolicious/Routes/Pattern.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Sessions.pm as lib/Mojolicious/Sessions.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Static.pm as lib/Mojolicious/Static.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/site/lib/Mojolicious/Types.pm as lib/Mojolicious/Types.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/POSIX.pm as lib/POSIX.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/Scalar/Util.pm as lib/Scalar/Util.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/SelectSaver.pm as lib/SelectSaver.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/Symbol.pm as lib/Symbol.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/Tie/Hash.pm as lib/Tie/Hash.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/Tie/RefHash.pm as lib/Tie/RefHash.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/Time/HiRes.pm as lib/Time/HiRes.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/Time/Local.pm as lib/Time/Local.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/Win32.pm as lib/Win32.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/XSLoader.pm as lib/XSLoader.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/B/B.dll as lib/auto/B/B.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Cwd/Cwd.bs as lib/auto/Cwd/Cwd.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Cwd/Cwd.dll as lib/auto/Cwd/Cwd.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Data/Dumper/Dumper.bs as lib/auto/Data/Dumper/Dumper.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Data/Dumper/Dumper.dll as lib/auto/Data/Dumper/Dumper.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Digest/MD5/MD5.bs as lib/auto/Digest/MD5/MD5.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Digest/MD5/MD5.dll as lib/auto/Digest/MD5/MD5.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Digest/SHA/SHA.bs as lib/auto/Digest/SHA/SHA.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Digest/SHA/SHA.dll as lib/auto/Digest/SHA/SHA.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Encode/Encode.bs as lib/auto/Encode/Encode.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Encode/Encode.dll as lib/auto/Encode/Encode.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Fcntl/Fcntl.dll as lib/auto/Fcntl/Fcntl.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/IO/IO.dll as lib/auto/IO/IO.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/List/Util/Util.bs as lib/auto/List/Util/Util.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/List/Util/Util.dll as lib/auto/List/Util/Util.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/MIME/Base64/Base64.bs as lib/auto/MIME/Base64/Base64.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/MIME/Base64/Base64.dll as lib/auto/MIME/Base64/Base64.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/POSIX/POSIX.dll as lib/auto/POSIX/POSIX.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/POSIX/autosplit.ix as lib/auto/POSIX/autosplit.ix
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Time/HiRes/HiRes.bs as lib/auto/Time/HiRes/HiRes.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Time/HiRes/HiRes.dll as lib/auto/Time/HiRes/HiRes.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Win32/Win32.bs as lib/auto/Win32/Win32.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Win32/Win32.dll as lib/auto/Win32/Win32.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/autodie.pm as lib/autodie.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/autodie/exception.pm as lib/autodie/exception.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/base.pm as lib/base.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/bytes.pm as lib/bytes.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/constant.pm as lib/constant.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/feature.pm as lib/feature.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/if.pm as lib/if.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/integer.pm as lib/integer.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/overload.pm as lib/overload.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/re.pm as lib/re.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/strict.pm as lib/strict.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/vars.pm as lib/vars.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/warnings.pm as lib/warnings.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/warnings/register.pm as lib/warnings/register.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as MANIFEST
C:\strawberry\perl\site\bin/pp: ... adding <string> as META.yml
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/AutoLoader.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/B.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Carp.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Carp/Heavy.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Config.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/Config_git.pl as lib/Config_git.pl
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/Config_heavy.pl as lib/Config_heavy.pl
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Cwd.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Data/Dumper.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Digest/MD5.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Digest/SHA.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Digest/base.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/DynaLoader.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Encode.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Encode/Alias.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Encode/Config.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Encode/Encoding.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Errno.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Exporter.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Exporter/Heavy.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Fatal.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Fcntl.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/File/Basename.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/File/Copy.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/File/Find.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/File/Path.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/File/Spec.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/File/Spec/Unix.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/File/Spec/Win32.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/FindBin.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Getopt/Long.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/IO.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/IO/File.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/IO/Handle.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/IO/Seekable.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/List/Util.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/MIME/Base64.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/MIME/QuotedPrint.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Asset.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Asset/File.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Asset/Memory.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Base.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/ByteStream.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Cache.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Command.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Content.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Content/MultiPart.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Content/Single.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Cookie.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Cookie/Request.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Cookie/Response.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/DOM.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/DOM/CSS.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/DOM/Collection.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/DOM/HTML.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Date.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Exception.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Headers.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Home.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/JSON.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Loader.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Log.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Message.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Message/Request.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Message/Response.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Parameters.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Path.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Server.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Template.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Transaction.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Transaction/HTTP.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Transaction/WebSocket.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/URL.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Upload.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojo/Util.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Commands.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Controller.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Lite.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugin.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugin/CallbackCondition.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugin/DefaultHelpers.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugin/EpRenderer.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugin/EplRenderer.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugin/HeaderCondition.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugin/PoweredBy.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugin/RequestTimer.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugin/TagHelpers.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Plugins.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Renderer.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Routes.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Routes/Match.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Routes/Pattern.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Sessions.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Static.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Mojolicious/Types.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/POSIX.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Scalar/Util.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/SelectSaver.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Symbol.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Tie/Hash.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Tie/RefHash.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Time/HiRes.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Time/Local.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/Win32.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/XSLoader.pm
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/B/B.dll as lib/auto/B/B.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Cwd/Cwd.bs as lib/auto/Cwd/Cwd.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Cwd/Cwd.dll as lib/auto/Cwd/Cwd.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Data/Dumper/Dumper.bs as lib/auto/Data/Dumper/Dumper.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Data/Dumper/Dumper.dll as lib/auto/Data/Dumper/Dumper.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Digest/MD5/MD5.bs as lib/auto/Digest/MD5/MD5.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Digest/MD5/MD5.dll as lib/auto/Digest/MD5/MD5.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Digest/SHA/SHA.bs as lib/auto/Digest/SHA/SHA.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Digest/SHA/SHA.dll as lib/auto/Digest/SHA/SHA.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Encode/Encode.bs as lib/auto/Encode/Encode.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Encode/Encode.dll as lib/auto/Encode/Encode.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Fcntl/Fcntl.dll as lib/auto/Fcntl/Fcntl.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/IO/IO.dll as lib/auto/IO/IO.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/List/Util/Util.bs as lib/auto/List/Util/Util.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/List/Util/Util.dll as lib/auto/List/Util/Util.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/MIME/Base64/Base64.bs as lib/auto/MIME/Base64/Base64.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/MIME/Base64/Base64.dll as lib/auto/MIME/Base64/Base64.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/POSIX/POSIX.dll as lib/auto/POSIX/POSIX.dll
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/auto/POSIX/autosplit.ix
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Time/HiRes/HiRes.bs as lib/auto/Time/HiRes/HiRes.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Time/HiRes/HiRes.dll as lib/auto/Time/HiRes/HiRes.dll
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Win32/Win32.bs as lib/auto/Win32/Win32.bs
C:\strawberry\perl\site\bin/pp: ... adding C:/strawberry/perl/lib/auto/Win32/Win32.dll as lib/auto/Win32/Win32.dll
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/autodie.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/autodie/exception.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/base.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/bytes.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/constant.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/feature.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/if.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/integer.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/overload.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/re.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/strict.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/vars.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/warnings.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as lib/warnings/register.pm
C:\strawberry\perl\site\bin/pp: ... adding <string> as script/main.pl
C:\strawberry\perl\site\bin/pp: ... adding <string> as script/simple.pl
C:\strawberry\perl\site\bin/pp: Writing extra files to C:\Users\THEQUI~1\AppData\Local\Temp\ppfiCxI.par
C:\strawberry\perl\site\bin/pp: ... adding log/development.log as log/development.log
C:\strawberry\perl\site\bin/pp: ... adding log/hi as log/hi
C:\strawberry\perl\site\bin/pp: ... adding log/s.txt as log/s.txt
C:\strawberry\perl\site\bin/pp: ... adding log/simp.txt as log/simp.txt
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/HEAD as mojo/.git/HEAD
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/config as mojo/.git/config
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/description as mojo/.git/description
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/applypatch-msg.sample as mojo/.git/hooks/applypatch-msg.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/commit-msg.sample as mojo/.git/hooks/commit-msg.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/post-commit.sample as mojo/.git/hooks/post-commit.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/post-receive.sample as mojo/.git/hooks/post-receive.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/post-update.sample as mojo/.git/hooks/post-update.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/pre-applypatch.sample as mojo/.git/hooks/pre-applypatch.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/pre-commit.sample as mojo/.git/hooks/pre-commit.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/pre-rebase.sample as mojo/.git/hooks/pre-rebase.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/prepare-commit-msg.sample as mojo/.git/hooks/prepare-commit-msg.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/hooks/update.sample as mojo/.git/hooks/update.sample
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/index as mojo/.git/index
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/info/exclude as mojo/.git/info/exclude
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/logs/HEAD as mojo/.git/logs/HEAD
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/logs/refs/heads/master as mojo/.git/logs/refs/heads/master
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/objects/pack/pack-6624e9b389934e91abd9db0445dfba60ee069b8b.idx as mojo/.git/objects/pack/pack-6624e9b389934e91abd9db0445dfba60ee069b8b.idx
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/objects/pack/pack-6624e9b389934e91abd9db0445dfba60ee069b8b.pack as mojo/.git/objects/pack/pack-6624e9b389934e91abd9db0445dfba60ee069b8b.pack
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/packed-refs as mojo/.git/packed-refs
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/refs/heads/master as mojo/.git/refs/heads/master
C:\strawberry\perl\site\bin/pp: ... adding mojo/.git/refs/remotes/origin/HEAD as mojo/.git/refs/remotes/origin/HEAD
C:\strawberry\perl\site\bin/pp: ... adding mojo/.gitignore as mojo/.gitignore
C:\strawberry\perl\site\bin/pp: ... adding mojo/.perltidyrc as mojo/.perltidyrc
C:\strawberry\perl\site\bin/pp: ... adding mojo/Changes as mojo/Changes
C:\strawberry\perl\site\bin/pp: ... adding mojo/LICENSE as mojo/LICENSE
C:\strawberry\perl\site\bin/pp: ... adding mojo/MANIFEST.SKIP as mojo/MANIFEST.SKIP
C:\strawberry\perl\site\bin/pp: ... adding mojo/Makefile.PL as mojo/Makefile.PL
C:\strawberry\perl\site\bin/pp: ... adding mojo/README.pod as mojo/README.pod
C:\strawberry\perl\site\bin/pp: ... adding mojo/examples/connect-proxy.pl as mojo/examples/connect-proxy.pl
C:\strawberry\perl\site\bin/pp: ... adding mojo/examples/flash-policy-server.pl as mojo/examples/flash-policy-server.pl
C:\strawberry\perl\site\bin/pp: ... adding mojo/examples/microhttpd.pl as mojo/examples/microhttpd.pl
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo.pm as mojo/lib/Mojo.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Asset.pm as mojo/lib/Mojo/Asset.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Asset/File.pm as mojo/lib/Mojo/Asset/File.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Asset/Memory.pm as mojo/lib/Mojo/Asset/Memory.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Base.pm as mojo/lib/Mojo/Base.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/ByteStream.pm as mojo/lib/Mojo/ByteStream.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Cache.pm as mojo/lib/Mojo/Cache.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Collection.pm as mojo/lib/Mojo/Collection.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Command.pm as mojo/lib/Mojo/Command.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Content.pm as mojo/lib/Mojo/Content.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Content/MultiPart.pm as mojo/lib/Mojo/Content/MultiPart.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Content/Single.pm as mojo/lib/Mojo/Content/Single.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Cookie.pm as mojo/lib/Mojo/Cookie.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Cookie/Request.pm as mojo/lib/Mojo/Cookie/Request.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/Cookie/Response.pm as mojo/lib/Mojo/Cookie/Response.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/CookieJar.pm as mojo/lib/Mojo/CookieJar.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/DOM.pm as mojo/lib/Mojo/DOM.pm
C:\strawberry\perl\site\bin/pp: ... adding mojo/lib/Mojo/DOM/CSS.pm as mojo/lib/Mojo/DOM/CSS.pm
